Drug,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
DULOXETINE,6.34462962962963,6.34462962962963,0.10023715041572134,0.10023715041572134,0.7159243797705694,12.428571428571429,297.423,278.2709999999999,297.11873522800005,108,0,0.13404433011018987,-0.4842004762157794,0.4842004762157794,0.13404433011018987,1.0476190476190477,1.9047619047619047,2.7142857142857144,32.13347399932689,10.102148016695878,2.1492285984203674,-2.189380571249988,2.320087228631786,-2.1516690009482087,7.095301683145957,0.20116726902875107,3.0564837074338524,1.9028725223173684,688.0195251327873,14.493353063746348,12.081563104386708,12.898059685314434,10.381341395361318,7.206838633214242,8.086491444469138,4.991425816450355,5.9706981246128095,3.5359058956771525,4.500263501424251,2.460887731980953,3.2500365058227065,-1.8399999999999992,130768.59893884994,14.112237163246272,6.74349609375,3.25673052665814,128.93370099840905,10.05365155780638,11.853478221032208,0,0,0,0,0,0,0,11.336785877934735,42.46456947923127,36.491449510443694,16.684193031092107,0,4.736862953800049,22.109234306864327,0,5.316788604006331,0,12.524788010674312,13.592428388589765,64.85451358032171,0,5.749511833283905,10.05365155780638,0,5.749511833283905,11.336785877934735,13.592428388589765,0,0,17.40193520437561,59.9773663866204,0,10.772448428929591,0,21.259999999999998,0,0,0,6.103966387748303,0,18.71508986212249,15.64959562263089,11.336785877934735,7.04767198267719,65.29415499062674,4.736862953800049,6.34462962962963,1.7533271657428402,1.2760964663643237,7.701506939195432,0,0.960743575207861,18.824803818132192,1.0588031462585028,0.9378301366843035,1.9755924561182499,0.2222222222222222,21,1,2,0,0,0,0,2,1,3,1,0,3,1,3,1,6,0,0,0,0,0,4.5317055325916575,3,4.630900000000003,90.17970000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ESCITALOPRAM,13.367320213056146,13.367320213056146,0.2497774355507938,-0.5624711829176114,0.8388667572429986,19.291666666666668,324.39900000000006,303.231,324.16379151200005,124,0,0.12273124998647017,-0.36083984954317194,0.36083984954317194,0.12273124998647017,1.2083333333333333,1.9583333333333333,2.625,19.14214331715539,9.813481569168353,2.4089585720653814,-2.308290620349742,2.451029144890413,-2.283202890529862,5.474587311082876,-0.01395637277142715,2.939911705364029,2.018403095211889,764.1985832338869,17.156489770562878,14.05051896354658,14.05051896354658,11.547679167567427,8.132551129043144,8.132551129043144,6.513142221613115,6.513142221613115,4.5881904390397406,4.5881904390397406,3.40870910235363,3.40870910235363,-2.2199999999999998,348132.58450238686,16.631264146178772,6.721078415843811,3.0558017290424,141.8336970713098,9.636772684650527,11.418271652029581,0,0,0,0,0,4.39041504767482,5.261891554738487,0,18.19910120538483,74.4375663660564,0,18.239554769002186,9.127278001474869,0,5.261891554738487,4.899909730850477,0,25.049576021348624,20.640100371266954,70.53559628706515,0,6.069221312792274,0,4.39041504767482,0,0,25.54001010211743,16.944795729296654,17.148333708576654,35.09544921264,42.46456947923127,0,0,0,36.26,5.601050810983688,4.39041504767482,0,5.817220841045894,12.170333456209914,36.07675412685558,12.13273413692322,12.13273413692322,32.29444517073921,10.96913104364275,9.998754508538536,19.635224597031957,0,2.1458368115637234,9.111023379928954,3.17526378915764,-0.2497774355507938,14.458154620051266,1.7773119803476947,1.4326499905517762,4.09764560025112,0.35,24,0,3,0,1,1,0,2,0,2,1,0,3,0,4,1,5,0,0,0,0,0,4.657501270044967,3,3.812980000000003,90.91400000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLUOXETINE,12.56453067748883,12.56453067748883,0.2033456160241882,-4.329868979425258,0.8517964099245682,12.909090909090908,309.33099999999996,291.18699999999995,309.134048856,118,0,0.4159140545758245,-0.4856952913159903,0.4856952913159903,0.4159140545758245,1,1.6363636363636365,2.1818181818181817,19.4131766254967,10.065353429387228,2.2968623533702344,-2.197061998944737,2.313482897120942,-2.1595702951070237,5.297204084945334,-0.137149112299627,2.5164737412640332,2.130456050091155,566.707963548519,16.001789232183626,12.2298579637609,12.2298579637609,10.503349863289461,7.0393007383621145,7.0393007383621145,4.931541664038123,4.931541664038123,3.2878685536430825,3.2878685536430825,2.1235066311368174,2.1235066311368174,-2.0099999999999993,84553.51770647151,16.362054933938236,7.312920644092164,4.4948540227076474,127.47322151943769,10.05365155780638,11.853478221032208,0,0,0,6.176298517443475,0,0,13.171245143024459,0,30.33183534230805,43.4213481541332,6.4208216229260096,5.563451491696996,17.908108096824506,0,0,5.316788604006331,0,18.701086528117788,13.592428388589765,65.72420659954848,0,5.749511833283905,10.05365155780638,13.171245143024459,5.749511833283905,0,13.592428388589765,6.176298517443475,0,23.651690994068304,54.59730361615449,0,0,0,21.259999999999998,11.73975000914047,13.171245143024459,0,6.103966387748303,5.749511833283905,30.6617636574588,12.13273413692322,0,37.37950732498524,5.316788604006331,4.736862953800049,43.556507754310786,0,0,3.053965293047634,0.32313322782816845,0.4286630763416479,14.432939648451464,-3.809468965252923,0.7501940822625349,1.8473992163440216,0.29411764705882354,22,1,2,0,0,0,0,2,0,2,1,0,2,1,5,0,6,0,0,0,0,1,5.438836786643953,2,4.435000000000003,79.79870000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLUVOXAMINE,12.57384005233229,12.57384005233229,0.26607717624086713,-4.342906387493779,0.432027738820179,12.5,318.339,297.171,318.155512572,124,0,0.41591023166640145,-0.3942247432230937,0.41591023166640145,0.3942247432230937,1.1363636363636365,1.8181818181818181,2.3636363636363638,19.413177946350846,10.028573472594555,2.2959997980667572,-2.0964095831264786,2.2889819838618815,-2.0945416032552986,5.997521586371574,-0.1371321966608557,2.4896586651809254,2.7832054113468665,458.8505183043104,16.424438962994,12.526995628522782,12.526995628522782,10.485711773084422,7.041895138855419,7.041895138855419,4.684895194043451,4.684895194043451,2.9413736260678456,2.9413736260678456,1.809394085756957,1.809394085756957,-1.6,60369.24331330708,18.449019607843134,9.423875114784204,6.444981257809245,127.62883049920973,15.308119014698867,6.606881964512918,0,0,0,6.176298517443475,0,0,13.171245143024459,0,17.28844686367376,36.958650497398246,20.26143591170303,11.275136494467699,22.74569668056114,5.711685002770702,0,0,10.889380203912726,25.438763386221503,26.868317876215947,35.392371257240434,0,0,5.733667477162185,13.171245143024459,0,0,32.58000287898665,15.750750054980156,0,30.38936785217202,29.421181000596977,0,0,0,56.84,11.73975000914047,13.171245143024459,0,6.606881964512918,30.8475964878192,24.974377382775238,12.13273413692322,7.109797541277533,0,5.15571272675054,15.308119014698867,42.689936891076485,0,5.063387542517007,3.9877787226001513,5.865387410792804,0,4.902226788863693,-2.1008229360576496,1.2218459788134213,1.6202596013940918,0.5333333333333333,22,2,4,0,0,0,0,1,0,1,0,0,4,1,7,0,9,0,0,0,0,0,7.902784398841761,1,3.201500000000001,78.71440000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HYDRALAZINE,5.263408919123205,5.263408919123205,0.6047222222222224,0.6047222222222224,0.48055416610873897,10.083333333333334,160.17999999999998,152.11599999999999,160.074896256,60,0,0.17003337450292852,-0.30645386568112576,0.30645386568112576,0.17003337450292852,1.25,2.0833333333333335,2.9166666666666665,15.292367089102902,10.175665404167173,1.980067958476283,-2.0074697485363573,2.1699584694603486,-2.0891872328538215,5.900450412121618,1.0386763045322178,2.16854290746428,2.7909670297392646,393.68492278413083,8.38890505706126,6.358528806137672,6.358528806137672,5.91501490017253,3.5865062258763922,3.5865062258763922,2.4247643124082683,2.4247643124082683,1.7071845668031875,1.7071845668031875,1.1345267220211275,1.1345267220211275,-1.6799999999999997,902.1138495051405,6.99549850790995,2.7488119763581453,0.9807788404338078,69.38070608238566,5.425791397110385,0,5.817862777835028,0,0,0,0,5.842670270266239,5.098681808301038,5.098681808301038,24.26546827384644,0,10.772448428929591,6.196843571613076,0,16.59031120676462,0,10.197363616602075,5.842670270266239,0,5.425791397110385,30.462311845459514,0,0,11.268461667376624,5.817862777835028,0,0,10.197363616602075,0,0,0,30.462311845459514,0,10.772448428929591,0,63.83,0,0,0,0,5.817862777835028,10.772448428929591,0,6.196843571613076,24.26546827384644,15.62315501371246,5.842670270266239,0,0,0,9.640092592592593,2.4963425925925926,5.868131141345428,7.79089663643235,1.704537037037037,0,0,0,12,3,4,0,0,0,0,1,1,2,0,0,4,2,4,1,1,0,0,0,0,0,1.6024425065948673,2,0.9153999999999998,47.34810000000002,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYDROMORPHONE,12.492664399092972,12.492664399092972,0.1724537037037035,-0.3659259259259262,0.7869335307088955,39.857142857142854,285.34299999999996,266.1909999999999,285.136493468,110,0,0.17375545647821175,-0.5042464427919625,0.5042464427919625,0.17375545647821175,1.4285714285714286,2.2857142857142856,3.142857142857143,16.509273490855225,9.515167103719909,2.649719069657719,-2.565294355354766,2.623548972292436,-2.6494471760200105,5.887251004643322,-0.1377059877789723,2.827160578068894,1.8330360876486917,670.2442212037415,14.353006672199017,12.133209023808512,12.133209023808512,10.125864216121359,7.876396692221595,7.876396692221595,7.099754521277423,7.099754521277423,6.385909370548719,6.385909370548719,5.520443558618369,5.520443558618369,-1.55,132503.36197293294,12.04000459172308,3.609883762957393,1.2019387356524531,123.25157651569276,14.743300079491231,0,23.38623500068105,0,0,0,4.794537184071822,0,0,0,6.06636706846161,50.402617863687794,23.441104413167746,0,14.637927532712578,5.783244946364939,0,4.899909730850477,5.917906046161393,43.24408417799708,13.592428388589765,23.259637120317212,0,11.49902366656781,4.736862953800049,0,11.49902366656781,0,41.52791767754214,16.63034927639461,5.917906046161393,30.38936785217202,12.13273413692322,0,0,0,49.77,0,9.901064578912528,0,23.051713636793927,24.13008033151927,31.3706727663876,5.563451491696996,6.06636706846161,6.06636706846161,11.947581713527667,4.736862953800049,6.038806689342404,0,14.947588340891913,10.198565444696396,2.2606018518518525,1.4951010959939537,4.256612339380196,3.1837471655328793,1.0028202947845803,2.1994901108591582,0.5882352941176471,21,1,4,2,2,4,0,1,0,1,4,2,4,1,4,2,0,1,1,2,1,0,2.0696674800758856,5,1.6302999999999999,76.67080000000004,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYDROXYCHLOROQUINE,9.021901772623966,9.021901772623966,0.22937285200518454,0.22937285200518454,0.7317801043771166,12.73913043478261,335.8790000000001,309.671,335.176440132,126,0,0.0737050348968934,-0.3950445723161837,0.3950445723161837,0.0737050348968934,1.3043478260869565,2.130434782608696,2.869565217391304,35.495691502156916,10.11098984748123,2.0769845004899254,-2.210296395470434,2.2482818922385075,-2.283446699468414,6.308866912567793,0.19904723052447007,2.535748642022221,1.914106434394462,620.2382291388919,16.656489770562878,13.926347561766145,14.6822765077846,11.134560252985372,8.277121803144688,8.655086276153915,5.865465663102048,6.3019014435740335,4.081594676579745,4.316691779367483,2.775269670050694,2.94161322509199,-1.3599999999999994,148135.89991829614,17.985553072207168,9.062254640025788,5.341836349421254,143.0243904946372,15.323225729697512,0,0,0,0,0,4.983978520947208,0,0,0,18.524677089923138,57.12036153121423,34.8796846095633,12.123582682129179,5.106527394840706,28.191251096997135,0,9.883888251797686,0,32.730958474381225,31.557939786256973,35.48494515920084,0,0,5.316788604006331,5.687386274683562,0,11.600939890232516,47.27340765803699,0,0,26.689117645233267,30.462311845459514,5.022633313741326,10.902924932081056,0,48.39,0,0,0,6.606881964512918,11.064474142889287,49.06622367035436,0,0,30.462311845459514,29.048151255185264,16.70746728507322,0,6.031460883001679,6.6464611659125135,14.402662239656287,2.010811506765241,0,8.191121800543316,4.003935507139121,7.324658008092952,0,0.5,23,2,4,0,0,0,0,1,1,2,1,0,4,2,5,1,9,0,0,0,0,1,7.086507034001715,2,3.783000000000002,98.27150000000005,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMIPRAMINE,2.5150462962962963,2.5150462962962963,1.0756018518518518,1.0756018518518518,0.8384623265941307,13.761904761904763,280.415,256.22299999999996,280.193948768,110,0,0.044296112924446567,-0.3409908117121986,0.3409908117121986,0.044296112924446567,0.8571428571428571,1.380952380952381,1.9047619047619047,15.147531914684095,10.049505827618907,2.189329576644005,-2.2716774216562916,2.3525137923940163,-2.234606219613945,5.705300109069743,0.4023405666092387,2.6503485522006267,1.946085728189517,556.5202782227694,14.656489770562878,13.048763250449664,13.048763250449664,10.254020195423491,7.835903638099349,7.835903638099349,6.065891941848764,6.065891941848764,4.215547540145039,4.215547540145039,3.1561689443320082,3.1561689443320082,-1.7999999999999994,89136.52250761147,14.150516197935207,6.314843310189529,3.108345481049562,127.55692831321477,9.799819461700954,0,0,0,0,0,0,0,0,0,36.39820241076966,63.162202360362194,17.9195289552797,0,0,11.374772549367124,0,4.899909730850477,0,19.26246486877803,32.08476650803001,59.65783953108687,0,0,4.899909730850477,11.374772549367124,0,0,32.08476650803001,12.841643245852019,0,17.54772460632,48.53093654769288,0,0,0,6.48,0,0,0,0,0,25.931156057677168,28.92249715568712,0,0,72.42609997474823,0,0,0,4.7746008125472414,0,5.7217762660619815,0,17.73370134164777,3.448812515747039,2.2014290438397577,4.286346686822878,0.3684210526315789,21,0,2,0,1,1,0,2,0,2,0,0,2,0,2,1,4,0,0,0,0,0,4.255156788012367,3,3.8750000000000027,90.46900000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISONIAZID,10.749537037037037,10.749537037037037,0.3033333333333328,-0.3033333333333328,0.31657867877201074,8.9,137.142,130.08599999999998,137.058911844,52,0,0.26478275072462537,-0.2901429275077938,0.2901429275077938,0.26478275072462537,1.5,2.1,2.6,16.151963272363115,10.252677242961711,1.9847168343840504,-1.9497178966473734,1.9276778864040718,-2.293492748437582,5.929347212978663,0.09533133419927506,2.0481673906012667,2.8526279288191434,221.69435494406167,7.397341225498538,5.2422132319119505,5.2422132319119505,4.842535255101096,2.7532139951773598,2.7532139951773598,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,-1.42,237.58741730974694,6.6965501165501164,2.9319034022891572,1.2945922692541976,58.03740421573957,0,0,0,0,5.907179729351506,0,15.204307102129414,5.842670270266239,0,0,0,12.13273413692322,17.957138634923147,0,4.794537184071822,5.907179729351506,0,10.409769918057592,5.842670270266239,0,0,30.08987277184637,0,0,11.268461667376624,0,0,0,10.891158250298712,0,0,10.357988675768818,24.52642128014937,0,0,0,68.00999999999999,0,4.794537184071822,0,5.907179729351506,5.563451491696996,0,12.393687143226153,12.13273413692322,5.425791397110385,4.983978520947208,5.842670270266239,0,0,14.490795540438398,0,2.5261111111111116,4.5807785336356766,3.1710185185185185,3.0646296296296294,0,0,0,10,3,4,0,0,0,1,0,1,1,0,0,3,2,4,1,1,0,0,0,0,0,1.963363807031314,1,-0.3149000000000006,35.89060000000001,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LEVODOPA,10.418623551272361,10.418623551272361,0.11425925925925906,-1.099477040816326,0.5125069246930146,12.357142857142858,197.18999999999997,186.10199999999995,197.068807832,76,0,0.32031552163797705,-0.5042598930844389,0.5042598930844389,0.32031552163797705,1.3571428571428572,2,2.5,16.367725722742637,10.064056512726951,2.1227788923257105,-2.0648184175949447,2.246488790153777,-2.3165470820827965,5.731199195975059,-0.1379995368714779,2.10922326203371,2.7772680269131413,350.6652327975252,10.71517847069432,7.343747204098415,7.343747204098415,6.502907755397974,3.9967885591797376,3.9967885591797376,2.9719215653681355,2.9719215653681355,1.812638001675133,1.812638001675133,1.037227028910416,1.037227028910416,-1.75,1115.7791056158326,10.331632653061224,3.972117202268431,2.366714454376792,80.41034351633131,21.0532496616843,6.041840829147961,11.49902366656781,0,0,5.9693052879518484,4.794537184071822,0,0,0,6.06636706846161,24.117007251546223,0,0,20.11411936859394,5.9693052879518484,0,0,5.733667477162185,12.462662452073971,0,23.762552697081826,0,11.49902366656781,5.733667477162185,0,11.49902366656781,0,27.330728301621924,11.21535880699783,0,5.563451491696996,18.19910120538483,0,0,0,103.78000000000002,12.011146117099809,4.794537184071822,0,17.919845289493818,5.563451491696996,0,18.19910120538483,0,0,0,21.0532496616843,0,0,10.418623551272361,26.633114921894684,5.857960128495844,-1.6154629629629613,3.0915051020408155,0.11425925925925906,0,0,0.2222222222222222,14,5,5,0,0,0,0,1,0,1,1,0,4,4,5,0,3,0,0,0,0,0,2.93131827062448,1,0.052200000000000135,49.08680000000002,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPROTILINE,3.3093399628369866,3.3093399628369866,0.262685185185185,0.262685185185185,0.8254375445230729,25.476190476190474,277.41100000000006,254.22699999999992,277.183049736,108,0,0.020917908670118817,-0.31975136809052407,0.31975136809052407,0.020917908670118817,1,1.619047619047619,2.238095238095238,14.794734524611593,9.537137323408743,2.4667713976464647,-2.495011279378489,2.57360066071593,-2.400726488652625,5.584036788943882,0.3414579136353052,2.5597837814598803,1.8805976481796658,610.8929198710235,14.2862462825598,12.731686328639373,12.731686328639373,10.366138617215372,8.20095926981256,8.20095926981256,6.554975452027931,6.554975452027931,5.593670330364824,5.593670330364824,4.7183355274118455,4.7183355274118455,-1.5999999999999996,130037.01609816191,13.090051020408161,4.993710782028756,1.8023658294971152,126.94623411728348,5.316788604006331,0,0,0,0,0,0,0,0,0,48.53093654769288,61.529520847081784,11.332896515558172,0,0,0,0,5.316788604006331,0,37.01618300726221,13.592428388589765,70.78474251448087,0,0,5.316788604006331,0,0,0,13.592428388589765,5.414990469396779,0,53.85499850465341,48.53093654769288,0,0,0,12.03,0,0,0,5.414990469396779,5.917906046161393,6.544756405912575,25.683286491704038,22.253805966787983,0,60.895397134376395,0,0,0,0,3.3093399628369866,6.6570568783068795,0.6283103164105146,18.36932712899975,5.126398573318216,1.1066591080876793,2.0529080320399764,0.4,21,1,1,3,0,3,0,2,0,2,0,2,1,1,1,0,4,0,0,0,0,0,3.1127585199008925,5,4.211400000000004,87.90170000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METHADONE,13.174413265306125,13.174413265306125,0.2811111111111111,-0.5823842592592592,0.7601212787758543,13.08695652173913,309.45300000000003,282.237,309.209264484,122,0,0.147084625141916,-0.3066668841509179,0.3066668841509179,0.147084625141916,0.9565217391304348,1.391304347826087,1.7391304347826086,16.13945990460939,9.665988695923513,2.413100301745346,-2.372467607315075,2.389217885703717,-2.424775565350264,5.93339081798403,-0.12311672744200466,2.598135394373267,2.661361390026637,579.304533673046,16.872032720186702,14.620528409422803,14.620528409422803,11.018909728439276,8.327929553051508,8.327929553051508,6.430867505534363,6.430867505534363,4.8134421176679085,4.8134421176679085,3.2109886899973206,3.2109886899973206,-1.9299999999999993,150691.85287364948,17.424270887888333,7.560773919248965,3.532758370521064,139.6943321253776,4.899909730850477,5.783244946364939,0,0,0,0,4.794537184071822,0,0,0,67.58740788430673,38.566805771365004,12.462662452073971,5.414990469396779,4.794537184071822,5.783244946364939,0,4.899909730850477,0,38.14594894377801,14.09534396535438,71.7905736680101,0,0,0,0,0,0,30.82033947171776,10.209527653468601,0,37.81602062862726,60.6636706846161,0,0,0,20.310000000000002,5.414990469396779,4.794537184071822,0,5.783244946364939,12.462662452073971,17.54772460632,0,0,43.321939610460284,50.18445916974192,0,0,0,15.358510487528347,0,1.596782407407408,0.2811111111111111,20.748548752834466,1.3101558956916102,4.145694444444445,4.142530234315949,0.38095238095238093,23,0,2,0,0,0,0,2,0,2,1,0,2,0,2,0,7,0,0,0,0,1,5.727868386568484,2,4.292000000000004,96.72800000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
