Drug,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
AMIODARONE,13.588031555635721,13.588031555635721,0.015348308282093104,0.015348308282093104,0.16764724626749733,11.419354838709678,645.3190000000002,616.0870000000002,645.0236897880001,166,0,0.19675040898984844,-0.4900306764557738,0.4900306764557738,0.19675040898984844,1.064516129032258,1.7419354838709677,2.3870967741935485,126.91372281423514,9.980847793714867,2.2300226335448556,-2.187790087636319,2.330554121481118,-2.2768004465860723,14.113720638914112,0.10331978893686514,3.1404221106059236,1.8888647726408172,1017.4182948418052,22.38010440969447,18.341736496353594,22.656733078706235,14.993932260492077,10.888744028304075,13.046242319480395,7.4734361391367825,9.797817503911748,5.461660913120074,7.064249090033275,3.6482951301721394,5.727816628805918,-1.13,10080001.27373847,24.511205068165516,11.651596931772385,5.815185868306782,211.53743162157704,14.053923621703873,23.699661358313506,5.783244946364939,0,0,0,4.794537184071822,0,0,0,45.39113442738271,82.8911768942721,23.915253735000377,12.703816033827788,13.948551074925218,61.934230556608085,0,4.899909730850477,0,40.0336764678499,26.241151182250643,60.425717355168885,0,5.749511833283905,4.736862953800049,0,5.749511833283905,45.181741254136114,36.92430585946606,6.4208216229260096,7.140364542130793,55.29454243126415,40.815353347823006,0,10.969244356107037,0,42.68,0,4.794537184071822,0,5.783244946364939,17.73378494790691,68.51610223691192,0,0,36.39820241076966,70.85286258405846,9.154013890853395,14.066643576924024,4.537657986065562,15.920837509397039,0.8918227299408966,2.1506936465053705,1.659588804839891,11.675470526325077,2.8209082632689797,10.016376956733163,0,0.4,31,0,4,0,0,0,0,2,1,3,0,0,4,0,6,1,11,0,0,0,0,0,9.212731669880034,3,6.936200000000007,143.41749999999985,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CANNABIDIOL,10.547858481355505,10.547858481355505,0.019390563324094945,0.019390563324094945,0.5107748679217478,21.08695652173913,314.469,284.229,314.2245802,126,0,0.1228680700425884,-0.507496958287349,0.507496958287349,0.1228680700425884,1.2173913043478262,1.8695652173913044,2.4347826086956523,16.267814077888172,9.734342694369003,2.2949631953238776,-2.311029791466631,2.459921431722998,-2.1683928947963564,5.513978029431029,0.40566495727730306,2.4633089217689985,2.3375972353933356,574.8542872870768,16.98276318419594,14.730926005253881,14.730926005253881,10.934759407976111,8.810621447760548,8.810621447760548,7.035176467057496,7.035176467057496,4.978700780499613,4.978700780499613,3.650772991809055,3.650772991809055,-1.6999999999999995,112504.2450750337,17.650700798326934,7.718305790607233,4.1858930231699,140.1089651219404,10.213054789681411,11.49902366656781,0,0,0,0,0,0,0,0,43.566545296113546,63.14485256586689,11.48135753785839,0,10.213054789681411,0,0,0,5.917906046161393,65.21404738278933,0,47.06080197088812,0,11.49902366656781,0,0,11.49902366656781,0,10.213054789681411,6.4208216229260096,5.917906046161393,69.92012874325731,35.93389898749413,0,0,0,40.46,0,10.213054789681411,0,23.334835758890595,5.563451491696996,36.8198425134703,18.414747775921285,0,19.056471336613843,26.502430189813627,0,0,0,0,21.09571696271101,4.110900134617667,0.74053716882631,3.6626473922902494,8.607925643719016,10.448939364502412,0,0.5238095238095238,23,2,2,1,0,1,0,1,0,1,2,0,2,2,2,0,6,0,0,0,0,0,5.923195920869673,2,5.846500000000006,97.03660000000006,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CARBAMAZEPINE,11.75297052154195,11.75297052154195,0.4735185185185171,-0.4735185185185171,0.748363450121821,12.555555555555555,236.274,224.17799999999994,236.094963004,88,0,0.3234221961741316,-0.35088383744826684,0.35088383744826684,0.3234221961741316,0.8333333333333334,1.2777777777777777,1.7222222222222223,16.162539663353666,10.135516398413017,2.2056372732933185,-2.220468335143449,2.351027673517255,-2.3159039816860867,6.042905677902147,0.25577663691790836,2.548225653496903,2.305250789577583,596.9467906495955,12.535169427003234,9.706314847049708,9.706314847049708,8.770856947829097,5.729003813978893,5.729003813978893,4.124612648148249,4.124612648148249,3.018151561343786,3.018151561343786,2.2109625427574167,2.2109625427574167,-2.549999999999999,20630.434890710927,10.59432558024975,4.035866968245452,1.5691552778201157,105.1491359502972,5.733667477162185,0,0,0,0,6.031114512338072,4.899909730850477,4.794537184071822,0,0,48.55024262443742,23.259637120317212,0,11.374772549367124,4.794537184071822,29.557927275372958,0,0,5.733667477162185,0,4.899909730850477,59.65783953108687,0,0,10.633577208012662,16.169309733438947,0,0,6.031114512338072,0,0,11.126902983393991,48.53093654769288,0,12.152040213667762,0,46.330000000000005,6.031114512338072,4.794537184071822,0,0,0,22.501675532761116,0,4.899909730850477,60.68297676136064,0,5.733667477162185,0,0,13.299266817838246,0,9.106447467876041,0,14.93335978835979,3.994259259259259,0,0,0,18,2,3,0,1,1,2,2,0,2,0,0,1,1,3,1,0,0,0,0,0,0,2.3754049255648777,3,3.3872000000000018,73.53440000000003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CELECOXIB,13.125483518272116,13.125483518272116,0.1376510348234279,-4.60591713382884,0.7541053298167572,12.346153846153847,381.3790000000001,367.2670000000001,381.07588234799994,136,0,0.43469853500899064,-0.23250484922259315,0.43469853500899064,0.23250484922259315,1,1.5769230769230769,2.076923076923077,32.233116626319514,10.094578821622841,2.349147626804868,-2.085321262938283,2.3297472288710823,-2.119616684916123,7.88760342523463,-0.14088923581787702,3.002355186183017,2.160670373157657,1038.352309274621,19.112519696192855,13.526568173315447,14.343064754243173,12.05368002394561,7.431011521006022,8.977330998927583,5.729316679572381,7.290739737039967,3.7569511614798285,4.686182394891396,2.423419691271623,2.9388595172454783,-2.649999999999999,574866.9522088347,18.150392143132244,6.257288917142293,3.630382561957936,147.47998201558556,0,0,5.693927994848461,10.023291153407584,0,6.176298517443475,0,18.238573657082064,18.269926951325495,0,29.828919765543436,37.255572541998674,5.563451491696996,16.276797745049798,21.589042127353398,10.023291153407584,0,9.780484743446221,5.138973737607942,17.995519192651873,0,65.85468310269995,0,16.944765761229018,5.138973737607942,13.171245143024459,0,0,18.19828172777516,16.199589670851058,6.923737199690624,11.257379486545457,59.49278709167226,0,16.944765761229018,0,77.98,21.89351766569952,21.589042127353398,0,16.276797745049798,5.563451491696996,16.31162149530379,24.26546827384644,24.26546827384644,6.923737199690624,5.098681808301038,5.138973737607942,63.188196062459355,0,-0.1376510348234279,8.696206250372224,0.9955943825277807,0,13.057512641554172,-4.60591713382884,1.8692489037768758,-3.8965234053714837,0.11764705882352941,26,2,5,0,0,0,0,2,1,3,0,0,3,1,9,1,3,0,0,0,0,0,4.368163369192613,3,3.5139200000000006,90.1122,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CLOZAPINE,6.176539767362579,6.176539767362579,0.7064663118333755,0.7064663118333755,0.8001222420891722,17.652173913043477,326.83100000000013,307.6790000000001,326.129824288,118,0,0.1383215959494366,-0.35347061187973944,0.35347061187973944,0.1383215959494366,1,1.7826086956521738,2.608695652173913,35.49569150570968,10.110338865929831,2.2321748533719035,-2.343811344937953,2.3602289569184194,-2.469656321149377,6.306739836610217,0.21560614354681043,2.71956702625972,1.8304332090303408,763.3669443617505,15.81119030894213,13.089484268582675,13.845413214601129,11.20350993820667,7.887311430224071,8.265275903233299,6.057789066332256,6.494224846804241,4.426249106226114,4.6613462090138515,3.0688181488680373,3.235161703909333,-2.0399999999999996,295595.17921822146,14.545837274701016,5.870760385193409,2.799077045717136,140.93460594163878,15.116608065707286,5.835619785757269,0,0,0,0,0,4.992404732635668,0,0,23.733674027155736,37.37950732498524,42.45249670377218,11.374772549367124,0,34.49871850004047,0,9.799819461700954,4.992404732635668,0,38.54348621033382,53.05065428466959,0,0,5.316788604006331,17.062158824050687,0,11.600939890232516,48.86213685378571,0,0,5.563451491696996,47.456974211866935,5.022633313741326,0,0,30.869999999999997,0,0,0,0,5.022633313741326,54.64025572515524,0,0,24.26546827384644,40.363381253769305,16.593344622868184,0,6.176539767362579,9.68859817229361,4.204200076635593,4.115029237003444,1.0298302469135803,14.156845675513003,0,4.076557819629909,2.163510115759394,0.2777777777777778,23,1,4,0,2,2,0,2,0,2,0,0,4,1,5,2,0,0,1,1,0,0,3.712831532251495,4,3.7227000000000023,96.44370000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCLOSPORINE,15.129540232260645,15.129540232260645,0.022871036214434204,-1.6099396139050233,0.14792471467331683,26.905882352941177,1202.634999999999,1090.7469999999994,1201.8413679919997,486,0,0.24564364922042153,-0.3901264861786781,0.3901264861786781,0.24564364922042153,0.4588235294117647,0.8705882352941177,1.3176470588235294,16.273889771185363,9.910534611559804,2.454596887577588,-2.413470152080403,2.2551308876365077,-2.632872478239995,5.9928910312952635,-0.1572231506252422,3.6235714976617714,4.320268725023782,2325.0756756660257,65.97699784625158,56.065192811200475,56.065192811200475,39.20908852409762,30.561842569458122,30.561842569458122,26.092602009282324,26.092602009282324,16.076565622203677,16.076565622203677,10.681299011251538,10.681299011251538,-6.130000000000002,77044971053155360,76.88267909217701,34.871505276546664,21.65558178074552,508.39454709884245,60.67304992681937,60.418408291479594,0,64.97897702286656,0,0,52.73990902479004,0,0,0,109.08436100933646,100.72148365975767,49.33370387874032,12.648722793660877,57.84643641963074,64.97897702286656,0,55.566522531978656,41.42534232312975,222.75083681152464,55.878460284652895,12.152040213667762,0,0,21.267154416025324,0,0,0,226.78570749754144,52.73990902479004,41.42534232312975,156.22846213229667,12.152040213667762,0,0,0,278.8,155.79982624649122,48.2573620514871,9.589074368143644,55.77573229927562,6.4208216229260096,9.799819461700954,87.68072693237394,54.54218050466824,61.46591770435886,21.267154416025324,0,0,0,168.5176416373319,23.063634152153917,0,-9.707807854954714,-12.327153438745825,3.042918338283876,29.328545063880714,9.915555435383464,0.7903225806451613,85,5,23,0,1,1,11,0,0,0,12,0,12,5,23,1,15,0,1,1,0,0,31.541349995739935,1,3.2690000000000046,328.4446000000004,0,1,1,0,0,0,0,0,0,0,11,11,0,0,0,7,4,0,0,7,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOMPERIDONE,12.488561503473987,12.488561503473987,0.04747898624348523,-0.06534465874705475,0.514301695573136,16.033333333333335,425.92000000000013,401.7280000000001,425.161852688,156,0,0.3262156251940311,-0.30554008557044815,0.3262156251940311,0.30554008557044815,0.9,1.6666666666666667,2.5,35.49569188314358,10.04133097319773,2.2311512390565302,-2.320796457376514,2.2585483014107606,-2.3742886816623963,6.307411795796693,0.18265715714931832,3.234706662111864,1.207580166237282,1306.5523076910547,20.664561460070644,16.60465146225967,17.360580408278125,14.597356788324023,10.39664839361284,10.77461286662207,7.986933394236682,8.423369174708666,6.138449688540684,6.3735467913284225,4.6481664107991785,4.820269434752047,-2.7699999999999996,12343200.702512827,19.20880085457703,7.812409595225632,3.4812027806465258,177.4292360249599,14.867866772744893,0,0,0,0,11.379486796406947,9.13419929558271,9.589074368143644,0,0,23.733674027155736,56.13905661699866,30.698743360627013,22.066802870465047,0,33.667742760697564,0,24.002066068327604,0,31.849062103838566,19.634269217737724,68.45576395752319,0,0,11.379486796406947,0,0,11.600939890232516,43.636335286065325,6.544756405912575,0,25.30430569792599,52.053643847374914,5.022633313741326,22.066802870465047,0,78.82,0,9.589074368143644,0,17.42132762555491,11.567389719653901,60.963536956980796,0,6.06636706846161,45.53240170635237,14.867866772744893,11.600939890232516,3.701603250603105,6.051349556332131,32.94836449110783,0.625024764242198,3.4375997909202223,0,13.535859961658153,2.780748338361975,3.5305609578854957,0,0.36363636363636365,30,2,7,0,1,1,0,2,2,4,0,0,3,2,8,3,5,0,1,1,0,0,5.002234003635864,5,3.353200000000002,119.45540000000001,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRONABINOL,10.679840718694887,10.679840718694887,0.17723359945830164,-0.17723359945830164,0.5673159936374234,25.130434782608695,314.46900000000005,284.229,314.2245802,126,0,0.127411355440063,-0.5074970062918116,0.5074970062918116,0.127411355440063,1.2608695652173914,2.0434782608695654,2.782608695652174,16.504901456707866,9.676543721848796,2.4466973338107754,-2.46147612635535,2.5294159445112077,-2.447532358381289,5.534926885525811,0.010710087369299136,2.4550054638976895,1.9891758863693303,612.5127389825382,16.61251969619286,14.984853919031238,14.984853919031238,10.919852082725852,9.14170954988116,9.14170954988116,7.873345918169844,7.873345918169844,5.595564943912699,5.595564943912699,4.302686489418684,4.302686489418684,-1.44,138339.5578906348,16.418913124313605,6.220672056037987,3.1310886377156444,140.11204847790628,9.843390348640755,17.100074477551498,0,0,0,0,0,0,0,0,31.41450508244579,64.15068371939613,17.399263584019785,0,9.843390348640755,0,0,0,5.917906046161393,77.73883539346363,0,34.90876175722036,0,11.49902366656781,4.736862953800049,0,11.49902366656781,0,10.707578205824394,6.4208216229260096,5.917906046161393,76.84386594294793,23.781858773826368,0,0,0,29.46,0,5.106527394840706,0,11.518956857145081,11.6674178794453,30.575428193758928,30.39902089054429,0,6.06636706846161,39.837335974057986,4.736862953800049,6.362539682539683,0,0,10.679840718694887,3.4564699374482486,2.0434075391966804,4.130431311413455,9.26364470289023,8.813666107816818,0,0.6190476190476191,23,1,2,1,1,2,0,1,0,1,2,0,2,1,2,1,4,0,0,0,0,0,4.440724959257956,3,5.735800000000006,95.26480000000006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
DROSPIRENONE,12.15232662010575,12.15232662010575,0.05607907900814668,-0.130629671621735,0.6002668837960434,62,366.50100000000015,336.2610000000001,366.21949481999997,144,0,0.30601854886446717,-0.45813882846858006,0.45813882846858006,0.30601854886446717,1,1.8518518518518519,2.6296296296296298,16.56366047319392,9.449727915935343,2.8052187941837956,-2.5968250941190005,2.817709278889368,-2.570199185077889,5.915660220416841,-0.17701561449317008,3.5286601666518336,1.3334926927509603,827.4829214489885,18.344570503761734,16.50040127440098,16.50040127440098,12.889430877103562,11.35755579378229,11.35755579378229,11.52488758135815,11.52488758135815,10.871628548052923,10.871628548052923,9.74192572887322,9.74192572887322,-1.12,4592067.78045453,15.762619736181318,4.385305417579091,1.5769785260860938,160.8390879816571,4.736862953800049,5.601050810983688,5.783244946364939,0,0,5.9693052879518484,9.589074368143644,0,0,0,19.420578929450514,85.52337659075508,24.174539761410188,0,14.325937321943693,11.752550234316788,0,0,52.2553232619233,70.81509819377301,0,11.649124636903148,0,0,0,0,0,0,17.353601045300476,14.325937321943693,52.2553232619233,65.21404738278933,11.649124636903148,0,0,0,43.370000000000005,0,9.589074368143644,0,22.400337037729095,24.039878661613738,48.85199509958498,31.256391021773304,0,0,19.92349450621513,4.736862953800049,6.215653304327548,0,24.300680335660946,0,1.8495989622700937,5.651674084693564,0,10.58065229410941,4.9850743522717735,0,0.8333333333333334,27,0,3,6,1,7,0,0,0,0,10,0,3,0,3,1,0,5,1,6,1,0,2.5601445083079644,7,4.305900000000004,99.49300000000005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HALOPERIDOL,12.905095918537544,12.905095918537544,0.04136916296244819,-0.8005754945035277,0.759345285057915,17.192307692307693,375.87100000000015,352.6870000000001,375.140134876,138,0,0.16242475251779714,-0.38506878637379266,0.38506878637379266,0.16242475251779714,1.0769230769230769,1.6923076923076923,2.3076923076923075,35.49569167517025,9.842207251247663,2.331757980620463,-2.3821509470020943,2.329680067833624,-2.4246587286308166,6.30092249018923,-0.025991976511100384,2.6423092753753683,1.4445792101332056,737.611323693879,18.57070333293597,14.627154049305076,15.383082995323532,12.460145542249931,8.95777329591331,9.335737768922536,6.91374111744987,7.350176897921855,5.109169286757554,5.361145602097039,3.4386964145742724,3.564684572244015,-1.75,770962.4311319235,19.02387755102041,8.295268231160758,4.697041636230826,157.95153635385225,10.006437125691182,5.817220841045894,5.783244946364939,0,0,0,4.794537184071822,4.39041504767482,0,0,23.733674027155736,67.76887517715726,30.096419240189483,5.601050810983688,14.291479626587348,17.384184836597456,0,4.899909730850477,0,31.284337302687728,19.634269217737724,70.4976936858741,0,0,0,4.39041504767482,0,11.600939890232516,35.42395128979385,5.601050810983688,5.817220841045894,41.60472665916985,48.53093654769288,5.022633313741326,0,0,40.540000000000006,5.601050810983688,14.291479626587348,0,11.600465787410833,29.84854967421635,31.618542332360732,24.26546827384644,0,24.26546827384644,4.899909730850477,11.600939890232516,12.905095918537544,5.91792141513375,14.40157734459167,11.548718608449065,0.6671979224721805,-0.2891484237246511,13.087116898603641,2.5419143929763517,2.4140503674048945,0,0.38095238095238093,26,1,3,0,1,1,0,2,0,2,0,0,3,1,5,1,6,0,1,1,0,0,6.069544887787382,3,4.425600000000004,100.98730000000005,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMATINIB,12.929507254117228,12.929507254117228,0.14280062490789214,-0.14280062490789214,0.38941616262964607,14.324324324324325,493.6150000000002,462.3670000000003,493.2590086120001,188,0,0.2551591618569856,-0.3238440024866884,0.3238440024866884,0.2551591618569856,0.972972972972973,1.7837837837837838,2.5405405405405403,16.149174541145634,10.09864961256998,2.1437229105512805,-2.3186634370610646,2.2447432353103665,-2.4337906261321525,6.041186003498942,0.10220047380487557,2.927880367656223,1.2352995604028638,1350.5562649808828,25.61430892837647,21.185403673361527,21.185403673361527,18.03000977870159,12.456873504443717,12.456873504443717,9.392360222954535,9.392360222954535,6.57299526449469,6.57299526449469,4.2778297250256205,4.2778297250256205,-4.139999999999999,321337165.8084787,24.549827238551874,11.281649166992505,6.354664605160738,216.95624924983875,15.533486938863138,0,0,5.948339280986494,5.907179729351506,0,14.678425435869507,9.967957041894415,0,0,18.19910120538483,67.56288164499307,73.81598827716321,5.693927994848461,4.794537184071822,23.230291559705126,0,24.75175502454258,0,13.4684936056032,43.86027481434016,95.94455587454632,0,11.257379486545457,10.633577208012662,17.323111830353618,0,0,63.885632360221564,6.544756405912575,6.923737199690624,21.48489165916281,79.25420139945533,0,11.257379486545457,0,86.28000000000002,0,4.794537184071822,0,5.907179729351506,17.19917704736705,55.231999282488886,5.563451491696996,18.59053071483923,67.58740788430673,42.43300421523243,0,0,0,30.86465699844102,6.293713638195605,6.081945305101588,0.3330038239571089,19.314837924044234,5.216715025503322,7.235456885744247,2.1596703990128807,0.2413793103448276,37,2,8,0,1,1,1,2,2,4,0,0,7,2,8,3,7,0,1,1,0,0,7.485474000422125,5,4.590320000000004,146.8938999999998,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LAMOTRIGINE,6.025202979339883,6.025202979339883,0.013333805744520477,0.013333805744520477,0.8138095128696987,10.375,256.09599999999995,249.04,255.00785058399998,82,0,0.24159882707027738,-0.38170555251762106,0.38170555251762106,0.24159882707027738,1.0625,1.8125,2.5,35.49826138895085,10.13904096464483,2.1235511083648313,-2.0587581371647787,2.3348257735061084,-2.0404413712940643,6.432896462236653,0.9995250045250361,2.2308774121599892,2.632549823314152,543.4177085952952,11.706742302257043,7.984321078466458,9.496178970503367,7.592224152875013,4.293758869055061,5.049687815073517,3.005227922248451,3.790392521998285,1.9367940267727524,2.755696596897387,1.2297075496992582,1.6197383076620624,-1.5899999999999994,4372.519727833579,10.912299045640236,4.112336342245376,1.8678974160414947,101.40220868459402,11.46733495432437,5.693927994848461,5.817862777835028,5.948339280986494,0,0,0,0,4.983978520947208,10.197363616602075,35.33461391738825,6.06636706846161,5.563451491696996,10.045266627482652,0,34.968081839286555,0,15.181342137549283,0,0,11.46733495432437,28.244367832867486,0,11.257379486545457,11.46733495432437,11.766202058821523,0,23.20187978046503,15.181342137549283,0,0,0,18.19910120538483,10.045266627482652,11.257379486545457,0,90.71,0,0,0,11.766202058821523,21.30264611402811,0,0,18.19910120538483,0,15.181342137549283,34.6692147347894,0,11.906493151787462,3.800942302847065,8.238624181153943,11.965103125612385,0.17691405265810123,5.134145408163265,0,0,0,0,16,4,5,0,0,0,0,1,1,2,0,0,5,2,7,1,1,0,0,0,0,0,2.804690246427242,2,2.0098,64.10780000000001,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
