Drug,MolWt,ExactMolWt,HeavyAtomMolWt,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,MolLogP,MolMR,RingCount,NumAromaticRings,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumSaturatedRings,NumSaturatedCarbocycles,NumSaturatedHeterocycles,HeavyAtomCount,NumHeteroatoms,NumHeterocycles,FractionCSP3,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,qed,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,NumAmideBonds,Phi,SPS,NHOHCount,NOCount
ISONIAZID,137.142,137.058911844,130.08599999999998,68.00999999999999,2,3,1,-0.3149000000000006,35.89060000000001,1,1,0,0,1,0,0,0,0,0,10,4,1,0,-1.42,6.6965501165501164,2.9319034022891572,1.2945922692541976,58.03740421573957,0.31657867877201074,7.397341225498538,5.2422132319119505,5.2422132319119505,4.842535255101096,2.7532139951773598,2.7532139951773598,1.7093504426241088,1.7093504426241088,1.0736035943040487,1.0736035943040487,0.586622195880962,0.586622195880962,0,0,1,1.963363807031314,8.9,3,4
LEVODOPA,197.18999999999997,197.068807832,186.10199999999995,103.78000000000002,4,4,3,0.052200000000000135,49.08680000000002,1,1,0,1,0,0,0,0,0,0,14,5,0,0.2222222222222222,-1.75,10.331632653061224,3.972117202268431,2.366714454376792,80.41034351633131,0.5125069246930146,10.71517847069432,7.343747204098415,7.343747204098415,6.502907755397974,3.9967885591797376,3.9967885591797376,2.9719215653681355,2.9719215653681355,1.812638001675133,1.812638001675133,1.037227028910416,1.037227028910416,1,0,0,2.93131827062448,12.357142857142858,5,5
MAPROTILINE,277.41100000000006,277.183049736,254.22699999999992,12.03,1,1,4,4.211400000000004,87.90170000000006,5,2,3,2,0,3,0,0,0,0,21,1,0,0.4,-1.5999999999999996,13.090051020408161,4.993710782028756,1.8023658294971152,126.94623411728348,0.8254375445230729,14.2862462825598,12.731686328639373,12.731686328639373,10.366138617215372,8.20095926981256,8.20095926981256,6.554975452027931,6.554975452027931,5.593670330364824,5.593670330364824,4.7183355274118455,4.7183355274118455,0,0,0,3.1127585199008925,25.476190476190474,1,1
METHADONE,309.45300000000003,309.209264484,282.237,20.310000000000002,0,2,7,4.292000000000004,96.72800000000007,2,2,0,2,0,0,0,0,0,0,23,2,0,0.38095238095238093,-1.9299999999999993,17.424270887888333,7.560773919248965,3.532758370521064,139.6943321253776,0.7601212787758543,16.872032720186702,14.620528409422803,14.620528409422803,11.018909728439276,8.327929553051508,8.327929553051508,6.430867505534363,6.430867505534363,4.8134421176679085,4.8134421176679085,3.2109886899973206,3.2109886899973206,1,1,0,5.727868386568484,13.08695652173913,0,2
METHYLPHENIDATE,233.31099999999995,233.141578848,214.15899999999996,38.33,1,3,3,2.0852999999999997,66.84070000000004,2,1,1,1,0,0,1,1,0,1,17,3,1,0.5,-1.35,12.11605163722281,5.823540847729735,2.8560737857453966,102.1700383942993,0.8123400616112664,12.08757566981053,10.1863755900013,10.1863755900013,8.325698502695488,6.188340601625595,6.188340601625595,4.467913375421887,4.467913375421887,3.36460787137259,3.36460787137259,2.4832871382242985,2.4832871382242985,2,2,0,4.150489507209986,21.823529411764707,1,3
METOPROLOL,267.36899999999997,267.18344366,242.16899999999995,50.72,2,4,9,1.6132,76.66250000000005,1,1,0,1,0,0,0,0,0,0,19,4,0,0.6,-1.1,15.955865921787705,8.908256708575717,7.1546480807002135,115.28706854388426,0.7135696186852984,14.08757566981053,12.056238916311631,12.056238916311631,9.113392202930195,6.736267834766839,6.736267834766839,4.914526399758236,4.914526399758236,2.722324032776904,2.722324032776904,1.5953428232140634,1.5953428232140634,1,1,0,7.480997349415789,12.68421052631579,2,4
METRONIDAZOLE,171.15599999999998,171.064391148,162.08399999999997,81.19,1,4,3,0.09201999999999994,40.704200000000014,1,1,0,0,1,0,0,0,0,0,12,6,1,0.5,-1.43,8.664607379375592,3.310964147709046,1.42412717427458,68.61221882593873,0.5158680082581498,9.137828201504695,6.59691479449028,6.59691479449028,5.663902460147014,3.438905119045677,3.438905119045677,2.295965920471114,2.295965920471114,1.5446954127239922,1.5446954127239922,0.9783682928544701,0.9783682928544701,0,0,0,2.390683698923985,10.166666666666666,1,6
MIANSERIN,264.372,264.16264864,244.21199999999993,6.48,0,2,0,3.0839000000000016,83.27400000000006,4,2,2,2,0,0,2,1,0,1,20,2,2,0.3333333333333333,-1.7999999999999994,11.97999288002848,4.637130177514793,1.831999373482653,120.18615504528893,0.7212588245608211,13.526733258565956,11.919006738452742,11.919006738452742,9.826499840494925,7.436433325672088,7.436433325672088,5.975738149618502,5.975738149618502,4.679497501823577,4.679497501823577,3.6398866710785605,3.6398866710785605,1,1,0,2.7776393255196212,21.65,0,2
MINOXIDIL,209.25300000000001,209.12766009999999,194.13299999999998,95.11,2,5,1,-0.13029999999999975,58.08580000000001,2,1,1,0,1,0,1,1,0,1,15,6,2,0.5555555555555556,-1.72,9.820608400222834,3.7990994713070263,1.8790306939202912,88.08743730234191,0.49592964212759716,10.836498814253964,8.517473790465354,8.517473790465354,7.181540550352055,5.087764244997879,5.087764244997879,3.7394902178371865,3.7394902178371865,2.6287276967384807,2.6287276967384807,1.8032239980413536,1.8032239980413536,0,0,0,2.4872978787466606,16.666666666666668,4,6
MORPHINE,285.343,285.136493468,266.1909999999999,52.93000000000001,2,4,0,1.1981,77.57660000000003,5,1,4,1,0,2,2,1,0,1,21,4,2,0.5294117647058824,-1.52,12.066927436884919,3.6226846881803887,1.2071641349925186,123.19468513566073,0.7033474919154648,14.353006672199017,11.99001157404039,11.99001157404039,10.125864216121359,7.713327954418207,7.713327954418207,6.930110293573662,6.930110293573662,6.149738248658419,6.149738248658419,5.238415570709245,5.238415570709245,5,0,0,2.081651107570801,42.57142857142857,2,4
NALTREXONE,341.4070000000001,341.162708216,318.22300000000007,70,2,5,2,1.5253999999999999,89.79760000000005,6,1,5,1,0,3,2,3,2,1,25,5,2,0.65,-1.59,14.56607894211588,4.383338659775405,1.5578790284498225,146.1348054575494,0.8536215236957835,16.974327015758657,14.201742962868114,14.201742962868114,12.043478875583263,9.555734298676121,9.555734298676121,8.715981650209665,8.715981650209665,7.5583796866491895,7.5583796866491895,6.263575745735651,6.263575745735651,4,0,0,2.553922277932679,41.4,2,5
NICOTINE,162.236,162.115698448,148.12399999999997,16.130000000000003,0,2,1,1.8483,48.842000000000034,2,1,1,0,1,0,1,1,0,1,12,2,2,0.5,-0.89,7.743335629015882,3.2329339260923793,1.344570624512911,73.229764189100635,0.6261518225795569,8.38890505706126,7.4024988805076894,7.4024988805076894,5.877010097711745,4.478978391673248,4.478978391673248,3.4249925387477815,3.4249925387477815,2.5896294359397087,2.5896294359397087,1.9044874511330439,1.9044874511330439,1,0,0,2.0861410380137766,24.583333333333332,0,2
NORTRIPTYLINE,263.38399999999996,263.167399672,242.21599999999992,12.03,1,1,3,3.826400000000003,85.91470000000005,3,2,1,2,0,1,0,0,0,0,20,1,0,0.2631578947368421,-1.8599999999999994,13.1383245385578,6.06175238086963,2.5432784027273465,120.89752012423182,0.8299677542138636,13.7862462825598,12.024579547452825,12.024579547452825,9.898178147766926,7.4122841352177495,7.4122841352177495,5.324321915442575,5.324321915442575,4.0215459522531685,4.0215459522531685,2.9973099616446386,2.9973099616446386,0,0,0,3.9820635026120312,13.35,1,1
PAROXETINE,329.3710000000001,329.14272171999994,309.21100000000007,39.72,1,4,4,3.326500000000002,88.17770000000006,4,2,2,2,0,0,2,1,0,1,24,5,2,0.3684210526315789,-2.2699999999999996,15.26898251541231,6.690274020416143,3.1696483131854296,140.0874630943337,0.9339413767145557,16.355160383312146,13.33439567304019,13.33439567304019,11.79282633568371,8.280641273249634,8.280641273249634,6.236995097747859,6.236995097747859,4.713948190352601,4.713948190352601,3.4167809845682955,3.4167809845682955,2,0,0,4.256403210043804,22.375,1,4
PEFLOXACIN,333.36300000000006,333.14886972,313.20300000000003,65.78,1,4,3,1.6105000000000003,90.50930000000004,3,2,1,1,1,0,1,1,0,1,24,7,2,0.4117647058823529,-2.41,16.447862009987272,6.238342898078794,2.752992314352158,138.25887357603418,0.9243839877881742,17.43035694138864,13.750900149438403,13.750900149438403,11.417922655570505,7.955084689710336,7.955084689710336,6.074159375342378,6.074159375342378,4.563823088297221,4.563823088297221,3.1030483978794545,3.1030483978794545,0,0,0,4.275308464941004,15.875,1,6
PREDNISOLONE,360.4500000000002,360.1936739959999,332.22600000000006,94.83,3,5,2,1.5575999999999999,95.04840000000004,4,0,4,0,0,4,0,3,3,0,26,5,0,0.7142857142857143,-1.3,18.081485487885935,5.599719839148237,2.0792514525694963,153.34130809395182,0.6946116752943167,18.90541291500631,15.44222993887427,15.44222993887427,12.170504622625403,9.660624318644738,9.660624318644738,9.191954693584504,9.191954693584504,8.252706604226965,8.252706604226965,6.919333408949082,6.919333408949082,7,0,0,3.8942789618379154,49.88461538461539,3,5
PROPRANOLOL,259.34900000000005,259.157228912,238.18099999999995,41.489999999999995,2,3,6,2.5775000000000006,78.58850000000005,2,2,0,2,0,0,0,0,0,0,19,3,0,0.375,-1.5799999999999996,13.84252142964087,6.547124220490315,3.9447395719001546,113.76036150292278,0.8375057924076362,13.664925939000156,11.465827871043551,11.465827871043551,9.16470379794645,6.685791019114888,6.685791019114888,5.0050612108958275,5.0050612108958275,2.9425786417040287,2.9425786417040287,1.9381932675812228,1.9381932675812228,1,1,0,4.769931964455682,12.842105263157896,2,3
QUININE,324.4240000000001,324.183778008,300.232,45.59,1,4,4,3.1732000000000014,95.02680000000007,5,2,3,1,1,0,3,3,0,3,24,4,4,0.45,-1.9099999999999997,15.60801064990268,6.187607918654215,2.5024063339993896,142.3134262032049,0.8776016184783941,16.681433796945207,14.058925674792736,14.058925674792736,11.707039898056808,8.682990361275793,8.682990361275793,6.97439365893587,6.97439365893587,5.8194843766095925,5.8194843766095925,4.44430603425086,4.44430603425086,5,1,0,4.024010428824048,30.25,1,4
RISPERIDONE,410.4930000000003,410.211804324,383.27700000000016,64.16,0,5,4,3.5904200000000026,112.25800000000005,5,3,2,1,2,0,2,1,0,1,30,7,4,0.5217391304347826,-2.539999999999999,19.42507820908214,7.945993904374621,3.5548338156190753,174.23929709545143,0.6577452185749303,20.66456146007064,17.363784324560765,17.363784324560765,14.597356788324023,10.963062134042449,10.963062134042449,8.580102500215455,8.580102500215455,6.694743712192054,6.694743712192054,4.943831929390462,4.943831929390462,0,0,0,5.145051768045565,18.066666666666666,0,6
SUMATRIPTAN,295.408,295.135447912,274.24,65.2,2,3,6,1.3211999999999997,82.24020000000004,2,2,0,1,1,0,0,0,0,0,20,6,1,0.42857142857142855,-1.37,15.027158953632522,5.948317132030925,3.592166601280715,119.58235250485261,0.8445712183265353,14.750712376627062,12.102679887209694,12.91917646813742,9.409815381593782,6.559278492265592,8.211543718585748,5.210335183288201,7.136754360554008,3.3278797192314253,4.663261348185828,2.157824550963068,2.92055269010132,0,0,0,4.469315352482212,12.4,2,5
TEMAZEPAM,300.74500000000006,300.066555336,287.641,52.900000000000006,1,3,1,2.4722,82.94980000000002,3,2,1,2,0,0,1,0,0,0,21,5,1,0.125,-2.169999999999999,13.796676031583202,5.313400174373422,2.435662020065429,126.85661286480315,0.879421465403288,14.982763184195939,11.324005972679599,12.079934918698054,10.075387400469408,6.4649307588111204,6.842895231820348,4.776126255531088,5.2125620360030736,3.4251441634208657,3.6602412662086046,2.3554435284670134,2.5275465524198806,1,1,1,3.4908219443803707,18.047619047619047,1,4
TIMOLOL,316.4270000000002,316.156911628,292.23500000000007,79.74,2,8,6,0.5024999999999997,82.19850000000004,2,1,1,0,1,0,1,1,0,1,21,8,2,0.8461538461538461,-0.9600000000000002,16.411192297127325,7.347621671258034,5.385438987782126,129.13279449954695,0.790985307512128,15.29468245099708,12.833590209700336,13.650086790628063,9.955308359696607,7.166822707238256,7.897119450578478,6.088132381806424,6.616580069662079,3.033390983629014,3.535449742992379,1.89313673304818,2.413376358959236,1,0,0,5.742058674931222,17.80952380952381,2,7
TRIPROLIDINE,278.399,278.178298704,256.22299999999996,16.130000000000003,0,2,4,3.9175200000000032,88.16900000000005,3,2,1,1,1,0,1,1,0,1,21,2,2,0.3157894736842105,-1.9299999999999997,14.026132168654264,6.682521574073874,3.586721213848961,126.69208170617026,0.8424584892829,14.493353063746348,12.62611351963929,12.62611351963929,10.326499840494924,7.7374547502470605,7.7374547502470605,5.706517539928642,5.706517539928642,4.055710350972486,4.055710350972486,2.8110881125361886,2.8110881125361886,0,0,0,4.463330038944938,16.333333333333332,0,2
VENLAFAXINE,277.4079999999999,277.204179104,250.19199999999995,32.7,1,3,5,3.0356000000000014,82.32380000000005,2,1,1,1,0,1,0,1,1,0,20,3,0,0.6470588235294118,-1.06,15.331143339748435,6.59472130944262,3.52569093341468,122.10754787623671,0.8976823731418612,14.58757566981053,12.932067514531196,12.932067514531196,9.548660601927534,7.560706736348482,7.560706736348482,6.2522245832248435,6.2522245832248435,4.433918253019514,4.433918253019514,3.2994143959316062,3.2994143959316062,1,1,0,5.055230884037915,19.85,1,3
VERAPAMIL,454.6110000000002,454.28315769599993,416.30700000000024,63.95,0,6,13,5.093080000000005,131.65600000000003,2,2,0,2,0,0,0,0,0,0,33,6,0,0.5185185185185185,-2.9099999999999997,26.343179198047235,12.362155765232773,6.326433951969804,198.5692233112098,0.41990487617646394,24.432510652501765,21.10440614311549,21.10440614311549,15.842432787502407,11.379315865652575,11.379315865652575,8.653784144576882,8.653784144576882,6.4248752849762125,6.4248752849762125,4.225326818167964,4.225326818167964,1,1,0,9.86843892720302,12.848484848484848,0,6
ZIDOVUDINE,267.245,267.096753896,254.14099999999996,133.07999999999998,2,5,3,-0.19628000000000012,64.60650000000003,2,1,1,0,1,0,1,1,0,1,19,9,2,0.6,-2.09,13.344207765672458,5.268544354094518,2.525949955530779,106.62903730140096,0.4454004294146897,13.991199352633217,10.18442748802298,10.18442748802298,9.062080607913938,5.690837383582931,5.690837383582931,4.298380370431165,4.298380370431165,3.0401842974485507,3.0401842974485507,2.0380975383013538,2.0380975383013538,3,0,0,3.7002394991419916,26.105263157894736,2,9
ZOLPIDEM,307.39700000000005,307.168462292,286.22900000000004,37.61000000000001,0,2,3,3.2488400000000013,92.50000000000003,3,3,0,1,2,0,0,0,0,0,23,4,2,0.2631578947368421,-2.62,15.282399930999288,5.875869234240426,2.97220473110977,135.93731415834662,0.7446971593088008,16.560113453385565,13.998447742477667,13.998447742477667,10.952397498181153,7.702616938079144,7.702616938079144,6.172722899541878,6.172722899541878,4.007823471620387,4.007823471620387,2.61242805207846,2.61242805207846,0,0,1,3.9042340686920314,10.956521739130435,0,4
ABACAVIR,286.33900000000006,286.154209196,268.19499999999994,101.88,3,6,4,1.0922999999999998,79.74990000000001,4,2,2,0,2,2,0,1,1,0,21,7,2,0.5,-2.1500000000000004,12.580123737360514,4.696423830473371,2.2293171590176106,121.45834382482485,0.7272302824304794,14.396976746569035,11.605946986573365,11.605946986573365,10.241514740667453,7.301056943267136,7.301056943267136,5.803680855058162,5.803680855058162,4.098384016973035,4.098384016973035,2.7921243136477862,2.7921243136477862,2,0,0,2.813409186211602,24.80952380952381,4,7
APIXABAN,459.5060000000003,459.19065428,434.3060000000003,110.75999999999999,1,5,5,2.699600000000001,126.66040000000002,5,3,2,2,1,0,2,1,0,1,34,9,3,0.28,-4.14,21.692447215855985,8.659759666570226,3.6844657360340016,196.24825339255113,0.6307445123645382,23.81926199844989,18.8606406536812,18.8606406536812,16.47356554823633,11.260964313548314,11.260964313548314,8.375518044050278,8.375518044050278,6.363494382159523,6.363494382159523,4.605828052080912,4.605828052080912,0,0,3,5.525040572619801,15.911764705882353,2,9
BUDESONIDE,430.5410000000002,430.2355388079999,396.2690000000002,93.06,2,6,4,2.7168000000000014,112.86660000000005,5,0,5,0,0,4,1,4,3,1,31,6,1,0.76,-1.34,21.502813864413955,7.077732320442025,2.6509012112996055,183.22810210482677,0.7124527920741569,22.181433796945203,18.673320243867835,18.673320243867835,14.707527990726081,11.80697355342905,11.80697355342905,10.725167506633191,10.725167506633191,9.371349774061866,9.371349774061866,8.122912201539377,8.122912201539377,9,1,0,4.90939227963263,50.354838709677416,2,6
DOXAZOSIN,451.4830000000003,451.1855689,426.28300000000024,112.27000000000001,1,9,4,1.7177999999999993,122.20040000000006,5,3,2,2,1,0,2,1,0,1,33,10,3,0.34782608695652173,-3.9499999999999997,20.925167364351914,8.530792550820328,3.8791095225649475,190.357535597191,0.6334640734356928,22.94901851044682,18.484431893768896,18.484431893768896,16.067213243362943,10.685695919867305,10.685695919867305,7.809754065513631,7.809754065513631,5.876953047095289,5.876953047095289,4.079722081105177,4.079722081105177,1,1,1,5.409341268984302,17.696969696969695,2,10
ESTRADIOL,272.3879999999999,272.177630008,248.19599999999994,40.46,2,2,0,3.6092000000000026,78.73060000000005,4,1,3,1,0,3,0,2,2,0,20,2,0,0.6666666666666666,-1.02,12.700482099286223,4.2366779154371,1.604791759224291,120.38168253606061,0.757169743555686,13.905412915006313,12.178519762446586,12.178519762446586,9.593172145670254,8.092631572702832,8.092631572702832,7.436274352474407,7.436274352474407,6.660103851837375,6.660103851837375,5.541204479556272,5.541204479556272,5,0,0,2.6903926012725075,42.7,2,2
ALCOHOL,46.069,46.041864812,40.021,20.23,1,1,0,-0.0014000000000000123,12.759800000000002,0,0,0,0,0,0,0,0,0,0,3,1,0,1,-0.04,2.9600000000000004,1.96,1.9600000000000033,19.89842689442217,0.4068079656553945,2.7071067811865475,2.1543203766865053,2.1543203766865053,1.4142135623730951,1.0233345472033855,1.0233345472033855,0.3162277660168379,0.3162277660168379,0,0,0,0,0,0,0,1.9338666666666668,6,1,1
LIDOCAINE,234.343,234.173213324,212.16699999999994,32.34,1,2,5,2.5837400000000006,72.33370000000005,1,1,0,1,0,0,0,0,0,0,17,3,0,0.5,-1.35,13.713897763578274,6.4012209135305955,3.858200815473424,103.82215798852502,0.8489671904749567,12.836498814253964,11.208833037092342,11.208833037092342,8.078917360319544,6.164591332105107,6.164591332105107,4.276374970349688,4.276374970349688,3.007185260971884,3.007185260971884,1.8408792833076064,1.8408792833076064,0,0,1,5.163864068837512,10.647058823529411,1,3
LORAZEPAM,321.163,320.01193292,311.08299999999997,61.69,2,3,1,3.1013000000000015,83.17950000000002,3,2,1,2,0,0,1,0,0,0,21,6,1,0.06666666666666667,-1.8799999999999992,14.073964359504131,5.483862253091111,2.6540649291266583,130.58496549069287,0.847697894583369,14.982763184195939,10.677406580999241,12.189264473036152,10.058550648063802,6.176152470982485,6.93208141700094,4.510377961098409,5.354013868310998,3.1094747349565592,3.6741600587843433,2.1370080964316513,2.5343477678273003,1,1,1,3.675222947734968,17.571428571428573,2,4
MIRTAZAPINE,265.36,265.157897608,246.20799999999994,19.37,0,3,0,2.4789000000000003,81.06900000000005,4,2,2,1,1,0,2,1,0,1,20,3,3,0.35294117647058826,-1.8699999999999997,11.91553470515496,4.5990470900709735,1.8129321738332898,119.40580302623545,0.7292796247091088,13.526733258565956,11.788870064763074,11.788870064763074,9.826499840494925,7.296230545241081,7.296230545241081,5.83315842329953,5.83315842329953,4.518013329314132,4.518013329314132,3.4914138681672258,3.4914138681672258,1,1,0,2.7400052606191307,21.65,0,3
PANTOPRAZOLE,383.3760000000001,383.0751334,368.2560000000001,92.32000000000001,1,6,7,2.8843000000000005,90.17910000000002,3,3,0,1,2,0,0,0,0,0,26,10,2,0.25,-2.5900000000000003,18.208568180772755,7.748788965519116,3.8056821341293077,150.04448420774588,0.6309371659531016,18.681433796945207,13.86280598566199,14.679302566589715,12.511570350697118,7.403088017215537,8.72201991020236,5.082429329127233,6.4488468564460275,3.5076457343761116,4.667926554330067,2.3921728148706483,3.406827715719816,1,1,0,5.426705853733631,12.384615384615385,1,7
PENTOXIFYLLINE,278.31200000000007,278.13789043599996,260.168,78.89,0,4,5,0.19300000000000006,74.74700000000003,2,2,0,0,2,0,0,0,0,0,20,7,2,0.5384615384615384,-2.18,14.233786405354829,5.439070630183458,2.42918078649709,115.01518969017611,0.7314900236053014,14.861442840636295,11.919376647327239,11.919376647327239,9.430428110326542,6.53461934930002,6.53461934930002,4.985191818151637,4.985191818151637,3.3615618239456366,3.3615618239456366,2.237279566059452,2.237279566059452,0,0,0,3.8709284796835015,11.15,0,7
PROPYLTHIOURACIL,170.237,170.05138394,160.15699999999998,48.65,2,2,2,1.38499,46.2424,1,1,0,0,1,0,0,0,0,0,11,4,1,0.42857142857142855,-0.9000000000000001,8.199009900990099,3.4791154361633936,2.3073839344097378,69.48582777182844,0.6587322532597096,8.267584713501616,6.3080604124904465,7.124556993418173,5.21954535281284,3.5462587314333103,3.9545070218971734,2.362950890466443,2.771199180930306,1.3354817961793313,1.5396059414112628,0.9233917778266715,1.1550783583397994,0,0,0,2.59320926434465,9.909090909090908,2,3
QUETIAPINE,383.51700000000017,383.16674804,358.3170000000002,48.300000000000004,1,6,5,2.8560000000000016,109.12180000000004,4,2,2,2,0,0,2,1,0,1,27,6,2,0.38095238095238093,-1.859999999999999,18.50084730171864,8.885924063609108,4.352616912155156,164.20719288140702,0.8048695029648197,18.476480726871788,15.381007365936949,16.197503946864675,13.347667890550102,9.458486087383703,10.274982668311429,6.666024559902575,7.749801516389401,4.898789906170252,6.039833264702616,3.453586328466684,4.471266596296782,0,0,0,6.088782379092566,17.074074074074073,1,5
REBOXETINE,313.39700000000005,313.167793596,290.213,39.72,1,4,6,3.1938000000000004,90.03170000000006,3,2,1,2,0,0,1,1,0,1,23,4,1,0.3684210526315789,-2.0399999999999996,15.840489018927025,7.993805643840208,4.032015959903848,136.9277588449367,0.8888730494256725,15.907566626119443,13.404024957223667,13.404024957223667,11.381341395361314,8.139507272922211,8.139507272922211,5.442249695661326,5.442249695661326,3.8250019001519804,3.8250019001519804,2.7405118634783934,2.7405118634783934,2,2,0,5.505469153073378,19.08695652173913,1,4
THEOBROMINE,180.16699999999997,180.064725496,172.10299999999998,72.68,1,3,0,-1.0397,46.575700000000005,2,2,0,0,2,0,0,0,0,0,13,6,2,0.2857142857142857,-1.85,7.781340073498282,2.317238170551303,0.914621891205329,72.4540434171574,0.5624722357827984,9.585421958697399,7.235487636617226,7.235487636617226,6.1090609052806215,3.713500451958018,3.713500451958018,2.845981930597547,2.845981930597547,1.9756153887891148,1.9756153887891148,1.2614350384905433,1.2614350384905433,0,0,0,1.3870167874115924,10.923076923076923,1,6
THIOPENTAL SODIUM,264.326,264.090843064,247.18999999999997,60.27,1,3,4,-0.8619999999999983,65.90270000000002,1,0,1,0,0,0,1,1,0,1,17,6,1,0.7272727272727273,0.029999999999999805,17.029999999999998,6.827529850716722,3.075636364362984,129.57778945548685,0.4081602059208447,12.344934982691242,10.870629079640816,13.687125660568542,7.484434885828627,5.601626678410423,6.0098749688742865,4.1908614388225995,4.577559769889587,3.330996893300943,3.5243460588344364,2.2999393050856183,2.475548354144028,2,2,2,6.8395784328062215,25.705882352941178,1,4
LABETALOL,328.4120000000001,328.178692628,304.21999999999997,95.57999999999998,4,4,8,2.1353999999999997,93.81220000000003,2,2,0,2,0,0,0,0,0,0,24,5,0,0.3157894736842105,-2.37,17.97570231913846,8.47316831573415,5.077760022698596,141.6828346113938,0.5968389616111595,17.526733258565955,13.77484878610931,13.77484878610931,11.469234250586762,8.051626342052955,8.051626342052955,5.990204547326001,5.990204547326001,4.039354379873848,4.039354379873848,2.5188609594472697,2.5188609594472697,2,2,1,6.346297972649702,13.416666666666666,5,5
ACITRETIN,326.4360000000001,326.18819469199997,300.228,46.53,1,2,6,5.167060000000005,100.52880000000005,1,1,0,1,0,0,0,0,0,0,24,3,0,0.2857142857142857,-2.55,19.49662004662005,8.919939842211916,5.57871139047988,144.21642378845576,0.5794537711852106,18.27565640300939,15.305162060755068,15.305162060755068,11.256126613022033,7.84950445543621,7.84950445543621,5.889126182522901,5.889126182522901,3.910730810094124,3.910730810094124,2.398551136148485,2.398551136148485,0,0,0,7.2461949142630715,13.083333333333334,1,3
FLURBIPROFEN,244.265,244.089957876,231.16099999999994,37.3,1,1,3,3.6808000000000023,67.88680000000002,2,2,0,2,0,0,0,0,0,0,18,3,0,0.13333333333333333,-2.1599999999999993,12.300954293871056,5.001422908877978,2.399039500976548,104.70461492391684,0.8937504426107861,13.120955864630139,9.929578781679682,9.929578781679682,8.592224152875016,5.67013119210132,5.67013119210132,4.1652345741536,4.1652345741536,2.9483613261911517,2.9483613261911517,1.7950975629394583,1.7950975629394583,1,1,0,3.417904144801535,12.11111111111111,1,2
IBUPROFEN,206.28499999999997,206.130679816,188.14099999999996,37.3,1,1,4,3.073200000000001,61.03480000000004,1,1,0,1,0,0,0,0,0,0,15,2,0,0.46153846153846156,-1.31,11.763046018991963,4.964460295417243,3.387630631562938,90.94175377251302,0.8215995486924976,11.422285251880869,9.526670282288125,9.526670282288125,7.002907755397974,5.32030090584347,5.32030090584347,4.3994781236223774,4.3994781236223774,2.494095609718196,2.494095609718196,1.556376775771452,1.556376775771452,1,1,0,3.8931449942967644,12.8,1,2
MESALAMINE,153.137,153.042593084,146.08099999999996,83.55,3,3,1,0.6726000000000001,39.478500000000004,1,1,0,1,0,0,0,0,0,0,11,4,0,0,-1.71,7.397642626480085,2.4943628247787246,1.402945662258468,62.88622553534207,0.40871585512742575,8.430721420318147,5.612076558222283,5.612076558222283,5.109060905280622,2.928046747039288,2.928046747039288,2.0817390106800127,2.0817390106800127,1.251018151748077,1.251018151748077,0.7249564780049851,0.7249564780049851,0,0,0,1.6774913416809425,9.454545454545455,4,4
NELFINAVIR,567.7960000000003,567.31307792,522.4360000000004,101.9,4,6,9,4.747620000000004,160.5924999999997,4,2,2,2,0,1,1,2,1,1,40,8,1,0.5625,-2.55,30.409538932375426,13.407906745472761,8.015265495682277,242.66985707369898,0.3265009773626079,28.86323207281991,24.22879340684898,25.045289987776705,19.013859007760406,14.529963187051171,15.515561746704659,12.470328870492498,13.56374185921168,8.228258886041397,9.359541169413848,6.0617031536814165,7.088778945006789,5,0,2,10.193206554452825,23.075,4,7
OXCARBAZEPINE,252.27299999999997,252.089877624,240.17699999999994,63.400000000000006,1,2,0,2.6422000000000008,72.64090000000003,3,2,1,2,0,0,1,0,0,0,19,4,1,0.06666666666666667,-2.619999999999999,11.4692641265699,4.2423570760462965,1.775485536222831,110.00026108252523,0.7829578147216557,13.405412915006313,10.166969380320866,10.166969380320866,9.181540550352056,5.979551137874412,5.979551137874412,4.41946228521939,4.41946228521939,3.2492738043137046,3.2492738043137046,2.418278455091216,2.418278455091216,0,0,2,2.5608796749683034,13.473684210526315,2,4
PIROXICAM,331.35300000000007,331.06267689599997,318.24899999999997,99.6,2,5,2,1.5809999999999997,83.80630000000004,3,2,1,1,1,0,1,0,0,0,23,8,2,0.06666666666666667,-2.8699999999999997,15.042183664330786,5.398063656574466,2.4232486117292016,132.49870717684678,0.8701839218107902,16.612519696192862,12.093436101872335,12.909932682800061,10.92555748620835,6.666414091913747,8.106477420714388,4.835009475107597,6.772691117896526,3.441392893169087,5.256851024211377,2.294371166383587,3.692312811799923,0,0,1,3.530376737127919,15.956521739130435,2,7
