Supplementary Table 8. In Vitro-to-In Vivo Extrapolation Input and Output,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,CASRN,MW,Raw.Experimental.Percentage.Unbound,Entered.Experimental.Percentage.Unbound,Fub,source_PPB,Renal_Clearance,Met_Stab,Met_Stab_entered,r2,p.val,Concentration..uM.,Css_lower_5th_perc.mg.L.,Css_median_perc.mg.L.,Css_upper_95th_perc.mg.L.,Css_lower_5th_perc.uM.,Css_median_perc.uM.,Css_upper_95th_perc.uM.,Assay,AC50,Lower.Oral.Equivalent(mg/kg),Median.Oral.Equivalent(mg/kg),Upper.Oral.Equivalent(mg/kg),,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_Apoptosis_1hr,11.08,35.5294884,69.64557687,130.1647398,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_Apoptosis_24hr,9.498,30.45659574,59.70159649,111.5798465,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_Apoptosis_48hr,9.562,30.66182022,60.10388141,112.3317005,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_CellLoss_24hr,9.881,31.684736,62.10902031,116.0792233,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_CellLoss_48hr,19.79,63.45925771,124.3940403,232.4873827,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_DNADamage_1hr,35.16,112.7451996,221.0052782,413.0498422,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_DNADamage_48hr,13.08,41.94275345,82.21698063,153.6601802,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_DNATexture_24hr,8.144,26.1148153,51.19075614,95.6734333,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_DNATexture_48hr,12.21,39.15298315,76.74841999,143.4396636,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_NuclearSize_24hr,8.926,28.62240194,56.10617501,104.8601505,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_NuclearSize_48hr,8.722,27.9682489,54.82389182,102.4636156,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_Hepat_Steatosis_48hr,7.268,23.30580521,45.68448129,85.38243041,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLM_MitoMass_24hr,176.2,565.0086512,1107.540672,2069.948299,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLZD_CYP1A1_24,12.841,41.17636828,80.71469788,150.8524751,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,CLZD_CYP1A2_24,1.7077,33.91990854,70.17198403,139.4785689,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,CLZD_CYP1A2_48,0.43273,8.595281385,17.78153226,35.34377298,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,CLZD_CYP2B6_24,4.4234,87.86164046,181.7642174,361.2868195,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,CLZD_SULT2A1_24,16.323,52.34186274,102.6015118,191.7580368,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,NCGC_ERalpha_Antagonist,49,157.1249938,307.9993923,575.6382898,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_ADME_hCYP1A1,2.6,51.64359208,106.8379449,212.358306,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_ADME_hCYP1A2,4.5,89.38314013,184.9118277,367.5432219,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,NVS_ADME_hCYP2C18,19,60.92601801,119.4283358,223.2066838,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_ADME_hCYP2C19,0.43,8.541055613,17.66935242,35.12079676,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,NVS_ADME_hCYP2C9,9.8,31.42499876,61.59987845,115.127658,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_ADME_hCYP2J2,0.25,4.965730007,10.27287932,20.41906788,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_ADME_rCYP3A2,4.2,83.42426413,172.5843725,343.0403404,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_ENZ_rMAOAC,0.65,12.91089802,26.70948622,53.08957649,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_ENZ_rMAOAP,0.41,8.143797212,16.84752208,33.48727132,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_ENZ_rMAOBC,0.056,1.112323522,2.301124967,4.573871205,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_ENZ_rMOABP,0.13,2.582179604,5.341897244,10.6179153,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_MP_hPBR,0.5,9.931460015,20.54575863,40.83813576,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,NVS_MP_rPBR,0.14,2.780808804,5.752812416,11.43467801,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,ATG_AP_1_CIS,14,44.89285538,87.99982636,164.4680828,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,ATG_BRE_CIS,2.3,45.68471607,94.5104897,187.8554245,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,ATG_MRE_CIS,30,96.19897581,188.5710565,352.431606,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,ATG_NRF2_ARE_CIS,13,41.68622285,81.71412448,152.7203626,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,41.1507,41.1507,0.951284505,6.54E-10,1,0.003677347,0.007309343,0.015121241,0.012243458,0.024335923,0.050345065,ATG_Oct_MLP_CIS,1.2,23.83550404,49.30982071,98.01152583,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,ATG_PPRE_CIS,17,54.51275296,106.856932,199.7112434,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,ATG_PXRE_CIS,12,38.47959032,75.4284226,140.9726424,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,ATG_PXR_TRANS,11,35.2729578,69.14272071,129.2249222,,
Bifenazate,149877-41-8,300.352,83.6,83.6,0.836,E,5.60956,5.6355,5.6355,0.584589134,2.20E-04,10,0.025566833,0.047783367,0.093665862,0.085122899,0.159091223,0.311853632,ATG_VDRE_CIS,11,35.2729578,69.14272071,129.2249222,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,ACEA_IC50,34.3,0.709085216,1.48018554,2.653556185,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,ACEA_LOC2,33.11311215,0.684548638,1.428966466,2.561734797,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,ACEA_LOCdec,33.11311215,0.684548638,1.428966466,2.561734797,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,ACEA_LOCinc,0.407380278,0.010972463,0.023757782,0.043272463,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_3C_hLADR_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_3C_MCP1_down,40,0.826921535,1.726163895,3.094526163,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_3C_Proliferation_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_3C_Thrombomodulin_up,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,BSK_3C_Vis_down,1.481481,0.039902511,0.086397659,0.157364839,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_4H_Eotaxin3_down,40,0.826921535,1.726163895,3.094526163,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_4H_MCP1_down,40,0.826921535,1.726163895,3.094526163,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_4H_Pselectin_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_4H_VCAM1_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,BSK_BE3C_uPA_down,1.481481,0.039902511,0.086397659,0.157364839,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_hDFCGF_CollagenIII_up,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,BSK_hDFCGF_MCSF_down,4.444444,0.119707561,0.259193036,0.472094625,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,BSK_hDFCGF_MMP1_up,1.481481,0.039902511,0.086397659,0.157364839,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_hDFCGF_PAI1_down,40,0.826921535,1.726163895,3.094526163,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,BSK_hDFCGF_Proliferation_down,4.444444,0.119707561,0.259193036,0.472094625,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,BSK_hDFCGF_VCAM1_up,4.444444,0.119707561,0.259193036,0.472094625,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,BSK_KF3CT_MMP9_down,1.481481,0.039902511,0.086397659,0.157364839,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_LPS_IL8_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_LPS_MCSF_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_LPS_PGE2_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_LPS_VCAM1_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,BSK_SAg_CD38_up,1.481481,0.039902511,0.086397659,0.157364839,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_SAg_CD40_down,40,0.826921535,1.726163895,3.094526163,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,BSK_SAg_CD69_down,4.444444,0.119707561,0.259193036,0.472094625,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_SAg_Eselectin_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_SAg_IL8_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_SAg_PBMCCytotoxicity_up,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_SAg_Proliferation_down,13.333333,0.275640505,0.57538795,1.031508695,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,BSK_SM3C_Proliferation_down,40,0.826921535,1.726163895,3.094526163,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLM_CellLoss_72hr,129.2,2.670956558,5.57550938,9.995319506,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLM_Hepat_DNADamage_48hr,60.15,1.243483258,2.595718957,4.653393717,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLM_Hepat_Steatosis_48hr,186.7,3.859656265,8.056869978,14.44370087,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLM_MicrotubuleCSK_72hr,146.2,3.02239821,6.309129035,11.31049313,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLM_MitoMembPot_1hr,197.2,4.076723168,8.509988001,15.25601398,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLZD_ABCB1_24,14.82,0.306374429,0.639543723,1.146521943,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLZD_CYP1A1_24,27.565,0.569852303,1.189542694,2.132515342,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLZD_CYP1A1_48,5.6955,0.11774329,0.245784162,0.440621844,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLZD_CYP2B6_24,9.0822,0.187756669,0.391934143,0.702627638,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,CLZD_CYP2B6_48,4.4905,0.120948042,0.26187895,0.476986753,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,CLZD_CYP3A4_24,11.943,0.246898097,0.515389385,0.923948149,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,CLZD_CYP3A4_48,4.6506,0.125260208,0.271215732,0.493992783,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,CLZD_GSTA2_48,5.1774,0.139449147,0.301937885,0.549950165,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,NCGC_PXR_Agonist_human,28.42,0.587527751,1.226439447,2.198660839,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,NVS_TR_hNET,0.52,0.014005786,0.030325588,0.055235077,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,ATG_ERa_TRANS,37,0.76490242,1.596701603,2.862436701,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,ATG_PXRE_CIS,14,0.289422537,0.604157363,1.083084157,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,6.74433,6.74433,0.721414066,8.22E-06,1,3.981,7.251,15.7,9.414307572,17.14723542,37.12751291,ATG_PXR_TRANS,4.1,0.110430236,0.239105599,0.435507335,,
Bifenthrin,82657-04-3,422.867,0,0.5,0.005,D,0.03355,4.76351,4.76351,0.36597672,0.007816021,10,5.466,9.799,20.455,12.92605003,23.17277063,48.37218322,ATG_VDRE_CIS,21,0.434133806,0.906236045,1.624626235,,
Bisphenol-A,80-05-7,228.2902,6.82,6.821704004,0.06821704,E,0.457054168,25.03752924,25.03752924,0.872620333,7.60E-05,10,0.068653062,0.152132355,0.307882552,0.300727153,0.666398972,1.348645504,ACEA_IC50,61.50000003,45.60130875,92.28705713,204.5043134,,
Bisphenol-A,80-05-7,228.2902,6.82,6.821704004,0.06821704,E,0.457054168,25.03752924,25.03752924,0.872620333,7.60E-05,10,0.068653062,0.152132355,0.307882552,0.300727153,0.666398972,1.348645504,BSK_3C_MCP1_down,40,29.65938779,60.02410217,133.0109355,,
Bisphenol-A,80-05-7,228.2902,6.82,6.821704004,0.06821704,E,0.457054168,25.03752924,25.03752924,0.872620333,7.60E-05,10,0.068653062,0.152132355,0.307882552,0.300727153,0.666398972,1.348645504,BSK_3C_Proliferation_down,40,29.65938779,60.02410217,133.0109355,,
Bisphenol-A,80-05-7,228.2902,6.82,6.821704004,0.06821704,E,0.457054168,19.29333671,19.29333671,0.832857135,0.000229,1,0.08872459,0.195626624,0.394328012,0.388648266,0.856920814,1.72731029,BSK_3C_Vis_down,4.444444,2.573043202,5.186528241,11.43564602,,
Bisphenol-A,80-05-7,228.2902,6.82,6.821704004,0.06821704,E,0.457054168,25.03752924,25.03752924,0.872620333,7.60E-05,10,0.068653062,0.152132355,0.307882552,0.300727153,0.666398972,1.348645504,BSK_4H_MCP1_down,40,29.65938779,60.02410217,133.0109355,,
Bisphenol-A,80-05-7,228.2902,6.82,6.821704004,0.06821704,E,0.457054168,25.03752924,25.03752924,0.872620333,7.60E-05,10,0.068653062,0.152132355,0.307882552,0.300727153,0.666398972,1.348645504,BSK_4H_VCAM1_down,13.333333,9.886462351,20.00803356,44.33697739,,
Bisphenol-A,80-05-7,228.2902,6.82,6.821704004,0.06821704,E,0.457054168,25.03752924,25.03752924,0.872620333,7.60E-05,10,0.068653062,0.152132355,0.307882552,0.300727153,0.666398972,1.348645504,BSK_BE3C_hLADR_down,40,29.65938779,60.02410217,133.0109355,,
Bisphenol-A,80-05-7,228.2902,6.82,6.821704004,0.06821704,E,0.457054168,19.29333671,19.29333671,0.832857135,0.000229,1,0.08872459,0.195626624,0.394328012,0.388648266,0.856920814,1.72731029,BSK_BE3C_IP10_down,4.444444,2.573043202,5.186528241,11.43564602,,
