Supplementary Table 8. In Vitro-to-In Vivo Extrapolation Input and Output,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,CASRN,MW,Raw.Experimental.Percentage.Unbound,Entered.Experimental.Percentage.Unbound,Fub,source_PPB,Renal_Clearance,Met_Stab,Met_Stab_entered,r2,p.val,Concentration..uM.,Css_lower_5th_perc.mg.L.,Css_median_perc.mg.L.,Css_upper_95th_perc.mg.L.,Css_lower_5th_perc.uM.,Css_median_perc.uM.,Css_upper_95th_perc.uM.,Assay,AC50,Lower.Oral.Equivalent(mg/kg),Median.Oral.Equivalent(mg/kg),Upper.Oral.Equivalent(mg/kg),,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_4H_Pselectin_down,13.333333,4.17812591,8.440038234,18.63501453,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_4H_uPAR_down,40,12.53437804,25.32011534,55.90504499,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_4H_VCAM1_down,13.333333,4.17812591,8.440038234,18.63501453,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_4H_VEGFRII_down,40,12.53437804,25.32011534,55.90504499,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_BE3C_hLADR_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_BE3C_IP10_down,13.333333,4.17812591,8.440038234,18.63501453,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_BE3C_MIG_down,13.333333,4.17812591,8.440038234,18.63501453,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_BE3C_uPA_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_hDFCGF_CollagenIII_down,40,12.53437804,25.32011534,55.90504499,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_hDFCGF_EGFR_up,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_hDFCGF_Proliferation_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_hDFCGF_TIMP1_up,4.444444,1.203280635,2.425116888,5.339099857,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_hDFCGF_VCAM1_down,4.444444,1.203280635,2.425116888,5.339099857,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_KF3CT_IP10_down,40,12.53437804,25.32011534,55.90504499,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_KF3CT_MMP9_down,13.333333,4.17812591,8.440038234,18.63501453,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_LPS_CD40_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_LPS_Eselectin_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_LPS_MCSF_down,13.333333,4.17812591,8.440038234,18.63501453,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_LPS_MPC1_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_LPS_PGE2_up,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_LPS_SRB_down,40,12.53437804,25.32011534,55.90504499,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_LPS_TNFa_up,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_LPS_VCAM1_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_SAg_CD38_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_SAg_CD40_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_SAg_CD69_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_SAg_Eselectin_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_SAg_IL8_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_SAg_MCP1_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_SAg_MIG_down,13.333333,4.17812591,8.440038234,18.63501453,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_SAg_PBMCCytotoxicity_up,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_SAg_Proliferation_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,BSK_SM3C_Proliferation_down,1.481481,0.401093455,0.808372114,1.779699552,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,BSK_SM3C_VCAM_1_down,40,12.53437804,25.32011534,55.90504499,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_CellLoss_24hr,24.03,7.530027609,15.21105929,33.58495578,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_CellLoss_72hr,0.7283,0.197178609,0.397397881,0.874905033,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_Hepat_Apoptosis_1hr,0.6406,0.173434872,0.349544258,0.769551235,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_Hepat_Apoptosis_48hr,0.6752,0.182802412,0.368423794,0.811116131,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_Hepat_CellLoss_24hr,0.8628,0.233592893,0.470787989,1.036479559,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_Hepat_CellLoss_48hr,64.12,20.092608,40.58814488,89.61578713,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_Hepat_DNATexture_24hr,0.7702,0.208522538,0.420260673,0.925239402,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_Hepat_DNATexture_48hr,0.6457,0.174815636,0.352327079,0.775677853,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_Hepat_NuclearSize_24hr,0.812,0.219839394,0.4430689,0.975453641,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_Hepat_NuclearSize_48hr,0.7086,0.191845067,0.38664855,0.851239471,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_Hepat_Steatosis_48hr,0.7551,0.204434392,0.412021338,0.907099809,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_MicrotubuleCSK_Destabilizer_1hr,1.611,0.436159192,0.879044332,1.935290414,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_MicrotubuleCSK_Destabilizer_24hr,20.16,6.317326534,12.76133813,28.17614268,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_MicrotubuleCSK_Destabilizer_72hr,112.9,35.37828203,71.46602553,157.7919895,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_MitoMass_24hr,0.4949,0.13398832,0.270042855,0.594522176,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLM_MitoMembPot_24hr,1.484,0.401775444,0.80974661,1.782725621,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_MitoMembPot_72hr,12.73,3.989065812,8.058126705,17.79178057,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_MitoticArrest_24hr,25.17,7.887257383,15.93268257,35.17824956,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_NuclearSize_24hr,141.5,44.34036233,89.569908,197.7640967,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_NuclearSize_72hr,35.89,11.2464707,22.71847348,50.16080162,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_OxidativeStress_24hr,25.28,7.921726923,16.00231289,35.33198844,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_OxidativeStress_72hr,12.7,3.979665029,8.039136619,17.74985179,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_p53Act_24hr,24.93,7.812051115,15.78076188,34.84281929,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLM_StressKinase_72hr,13.08,4.09874162,8.279677715,18.28094971,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLZD_ABCB11_24,6.0737,1.903251298,3.844669613,8.488761795,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_ABCB11_48,1.573,0.425871141,0.85830958,1.889641106,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLZD_ABCB1_24,28.818,9.030392661,18.24187709,40.27678967,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLZD_ABCG2_24,10.762,3.372374412,6.812377031,15.04125236,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_ABCG2_48,0.5804,0.157136434,0.316696046,0.69723312,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_CYP1A1_24,3.9958,1.081815579,2.180313682,4.800144902,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_CYP1A1_48,0.69733,0.188793848,0.380499059,0.837700847,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,CLZD_CYP2B6_24,5.8202,1.823814677,3.684203382,8.134463572,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_CYP2B6_48,1.6304,0.441411512,0.889629968,1.958595588,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_CYP3A4_48,1.5012,0.406432141,0.819131813,1.803387939,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_GSTA2_24,2.8287,0.765837061,1.543483986,3.398110487,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_GSTA2_48,0.62555,0.169360262,0.341332205,0.751471706,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_SULT2A1_24,4.5787,1.239628858,2.498373856,5.500381266,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,CLZD_SULT2A1_48,1.6944,0.458738755,0.924551655,2.035478633,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,NCGC_PXR_Agonist_human,16.97,5.317709885,10.74205893,23.71771534,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,NVS_ADME_hCYP2C19,0.51,0.138076467,0.278282191,0.61266177,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,NVS_ADME_hCYP3A5,4.2,1.137100313,2.291735688,5.04544987,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,NVS_ADME_rCYP2C11,19,5.95382957,12.02705478,26.55489637,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,NVS_ADME_rCYP3A2,16,5.013751217,10.12804613,22.362018,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,24.40189061,24.40189061,0.79839081,0.000494,10,0.282205085,0.623089105,1.258673382,0.715498932,1.579771635,3.191223359,NVS_GPCR_h5HT6,14,4.387032315,8.862040367,19.56676575,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,ATG_BRE_CIS,0.03,0.008122145,0.016369541,0.036038928,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,ATG_CRE_CIS,0.069,0.018680934,0.037649943,0.082889534,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,ATG_MRE_CIS,0.1,0.027073817,0.054565135,0.120129759,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,ATG_NRF2_ARE_CIS,0.0087,0.002355422,0.004747167,0.010451289,,
Rotenone,83-79-4,394.4172,1.715,1.715344029,0.01715344,E,0.11492805,20.92394315,20.92394315,0.815716859,0.000342,1,0.328325973,0.722837389,1.456821549,0.832433204,1.832672075,3.693605525,ATG_Oct_MLP_CIS,0.032,0.008663621,0.017460843,0.038441523,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,ACEA_IC50,56.30000002,96.73619554,210.1922271,395.9434964,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,ACEA_LOC2,33.11311215,56.89585241,123.6255557,232.8760461,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,-1.16317,0,0.018062319,0.594946291,1,1.002,1.658,2.3,3.313404407,5.482659189,7.605618899,ACEA_LOCinc,0.407380278,0.053563067,0.074303411,0.122949157,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_3C_SRB_down,40,68.72909095,149.3372839,281.3097665,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_3C_Vis_down,13.333333,22.90969641,49.77909338,93.76991981,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_4H_Eotaxin3_down,40,68.72909095,149.3372839,281.3097665,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_4H_MCP1_down,40,68.72909095,149.3372839,281.3097665,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_4H_Pselectin_down,40,68.72909095,149.3372839,281.3097665,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_4H_VCAM1_down,40,68.72909095,149.3372839,281.3097665,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_4H_VEGFRII_down,40,68.72909095,149.3372839,281.3097665,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_BE3C_hLADR_down,40,68.72909095,149.3372839,281.3097665,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_BE3C_IP10_down,40,68.72909095,149.3372839,281.3097665,,
S-Bioallethrin,28434-00-6,302.408,23.7266,23.7266,0.237266,E,1.5896822,12.978,12.978,0.647997668,5.59E-05,10,0.043,0.081,0.176,0.142192006,0.267850057,0.581995185,BSK_BE3C_MIG_down,40,68.72909095,149.3372839,281.3097665,,
